Frontignan|23485|43.443309|3.755072
Castelnau-le-Lez|23469|43.637402|3.91013
Beaupréau-en-Mauges|23465|47.203865|-0.982956
Rochefort|23410|45.94403|-0.967748
Les Lilas|23276|48.880537|2.420744
Maisons-Laffitte|23204|48.951168|2.151409
Sèvres|23108|48.819802|2.212296
Saint-Dizier|23085|48.638139|4.956891
Fontaine|23049|45.19503|5.682836
Manosque|23018|43.825445|5.784052
Lanester|22940|47.768752|-3.330799
Lormont|22913|44.875952|-0.516136
Loos|22896|50.61232|3.02319
Abbeville|22895|50.105799|1.828902
Vélizy-Villacoublay|22836|48.785929|2.190344
Saint-Louis|22835|-21.249177|55.423795
Couëron|22680|43.000489|2.109821
Roissy-en-Brie|22643|48.793217|2.650566
Auch|22518|43.656961|0.57082
Olivet|22503|47.859265|1.889415
Torcy|22500|48.846278|2.644456
Tassin-la-Demi-Lune|22475|45.761251|4.75677
Épernay|22362|49.040236|3.960527
Dammarie-les-Lys|22318|48.515139|2.62042
Oyonnax|22271|46.264295|5.638998
Le Moule|22230|16.333797|-61.361432
La Madeleine|22214|50.655147|3.069899
Montigny-lès-Cormeilles|22186|48.993326|2.193753
Hérouville-Saint-Clair|22150|49.203924|-0.335042
Sainte-Foy-lès-Lyon|22077|45.736615|4.79394
Deuil-la-Barre|22050|48.971019|2.326235
Gujan-Mestras|22036|44.61502|-1.076492
Le Petit-Quevilly|21997|49.422225|1.059571
Saint-Mandé|21991|48.841526|2.419441
Bruay-la-Buissière|21953|50.485006|2.555078
Challans|21900|46.83053|-1.845829
Les Pennes-Mirabeau|21897|43.39829|5.326859
Montereau-Fault-Yonne|21888|48.389786|2.9571
Arcueil|21840|48.805178|2.333471
Montigny-lès-Metz|21788|49.095328|6.153746
Mandelieu-la-Napoule|21772|43.544471|6.933663
Chaumont|21770|48.099445|5.129539
Villeneuve-sur-Lot|21690|44.416152|0.747052
Montmorency|21688|48.989429|2.322064
Achères|21660|48.968107|2.076873
Combs-la-Ville|21657|48.662324|2.561676
Le Robert|21627|14.67593|-60.938537
Nogent-sur-Oise|21589|49.276109|2.469
Mons-en-Barœul|21564|50.643559|3.107775
Allauch|21546|43.341323|5.485614
Forbach|21509|49.190789|6.893798
Gardanne|21501|43.458961|5.486712
Millau|21482|44.115989|3.07932
Hazebrouck|21464|50.719034|2.535819
Gif-sur-Yvette|21439|48.695026|2.130573
Villeneuve-le-Roi|21411|48.734803|2.420109
Saint-Jean-de-Braye|21396|47.916216|1.967239
Saint-Michel-sur-Orge|21298|48.633167|2.312718
Chemillé-en-Anjou|21187|47.216653|-0.689179
Lagny-sur-Marne|21139|48.873876|2.705794
Longjumeau|21105|48.694111|2.304919
Fleury-les-Aubrais|21104|47.933797|1.919794
Le Creusot|21057|46.806421|4.426656
Dax|21044|43.700723|-1.06016
Wasquehal|20980|50.673573|3.129788
Bourg-la-Reine|20974|48.779888|2.316407
Saint-Genis-Laval|20971|45.695316|4.794065
Neuilly-Plaisance|20934|48.86467|2.509639
Saint-Gratien|20914|48.968452|2.284955
Mantes-la-Ville|20844|48.974694|1.710809
Halluin|20812|50.774135|3.125231
Ozoir-la-Ferrière|20712|48.767283|2.673278
Coudekerque-Branche|20708|51.018556|2.387955
Le Mée-sur-Seine|20677|48.539785|2.634193
Givors|20672|45.582983|4.755839
Grande-Synthe|20635|51.016309|2.29521
Mitry-Mory|20620|48.963211|2.604405
Saint-Cyr-l'École|20611|48.80279|2.063622
Montaigu-Vendée|20578|46.979292|-1.292128
Croix|20574|50.676606|3.155948
Sarreguemines|20555|49.110922|7.07705
Chaville|20524|48.809041|2.188731
Fougères|20505|48.356055|-1.194204
Pertuis|20498|43.690623|5.501097
La Celle-Saint-Cloud|20496|48.848967|2.136702
Carquefou|20463|47.297116|-1.466824
Lannion|20451|48.741177|-3.473691
Bouguenais|20450|47.169933|-1.615968
Denain|20415|50.330176|3.392754
Chevilly-Larue|20372|48.767525|2.350879
Sceaux|20359|48.777233|2.296148
Cournon-d'Auvergne|20356|45.738471|3.185715
Voiron|20332|45.378051|5.585446
Concarneau|20209|47.891735|-3.896018
Mougins|20180|43.594755|6.998972
Cahors|20159|44.457559|1.438342
Morsang-sur-Orge|20149|48.656472|2.351646
Beaune|20122|47.025398|4.841572
Cugnaux|20100|43.544642|1.34554
L'Isle-sur-la-Sorgue|20029|43.91503|5.058675
La Chapelle-sur-Erdre|19981|47.302321|-1.560549
Chilly-Mazarin|19943|48.704045|2.311186
Bruges|19863|44.882495|-0.603486
Bressuire|19862|46.85769|-0.478366
Albertville|19830|45.671004|6.396774
Bourg-lès-Valence|19814|44.962715|4.893636
Lingolsheim|19797|48.557865|7.688207
Lisieux|19755|49.145843|0.24235
Mont-Saint-Aignan|19686|49.467142|1.081656
Le Plessis-Trévise|19651|48.810135|2.576234
